51
[0, 12.369317, 19.209373, 31.064449, 22.203603, 16.763055, 22.825424, 11.661904, 24.207437, 34.014703, 12.083046, 20.880613, 41.868843, 26.925824, 36.013886, 18.601075, 30.675723, 27.586228, 45.793013, 20.880613, 26.925824, 7.071068, 21.587033, 29.0, 33.105891, 18.867962, 8.062258, 16.155494, 21.377558, 32.649655, 17.0, 6.082763, 42.953463, 30.610456, 27.313001, 31.064449, 30.413813, 18.788294, 43.046487, 56.035703, 44.204072, 44.94441, 34.176015, 37.656341, 42.047592, 13.928388, 23.323808, 12.369317, 26.400758, 24.207437, 13.892444]
[12.369317, 0, 15.297059, 37.013511, 21.023796, 28.071338, 34.928498, 22.203603, 16.278821, 28.071338, 10.630146, 24.758837, 50.119856, 37.656341, 35.468296, 8.544004, 34.058773, 35.777088, 50.911688, 12.041595, 14.764823, 10.630146, 33.955854, 41.10961, 43.416587, 29.068884, 19.026298, 18.973666, 9.055385, 23.769729, 23.323808, 11.401754, 39.115214, 20.0, 19.104973, 24.413111, 31.906112, 14.56022, 35.44009, 61.522354, 50.447993, 48.010416, 46.486557, 38.948684, 40.261644, 19.723083, 29.410882, 24.738634, 21.023796, 13.892444, 21.023796]
[19.209373, 15.297059, 0, 49.678969, 36.055513, 35.355339, 35.014283, 21.095023, 31.0, 43.011626, 25.079872, 38.275318, 61.073726, 45.650849, 50.596443, 23.0, 48.020829, 46.754679, 64.202804, 7.81025, 24.166092, 12.206556, 36.674242, 45.607017, 51.971146, 25.317978, 27.202941, 9.486833, 17.088007, 37.48333, 15.811388, 22.803509, 54.332311, 32.280025, 10.049876, 12.083046, 46.518813, 29.832868, 49.497475, 74.652528, 63.031738, 62.26556, 47.0, 53.712196, 55.542776, 32.015621, 41.868843, 28.460499, 36.221541, 27.294688, 32.557641]
[31.064449, 37.013511, 49.678969, 0, 20.396078, 21.023796, 37.121422, 37.64306, 32.756679, 31.400637, 26.627054, 12.529964, 15.033296, 17.888544, 18.867962, 35.341194, 7.615773, 7.615773, 14.764823, 48.918299, 44.94441, 38.013156, 31.256999, 28.635642, 17.691806, 42.579338, 24.166092, 47.010637, 43.908997, 38.013156, 46.238512, 26.907248, 30.528675, 41.593269, 55.973208, 60.811183, 12.649111, 26.570661, 40.521599, 25.0, 13.453624, 16.03122, 40.853396, 14.866069, 24.839485, 17.691806, 7.81025, 29.427878, 28.071338, 37.64306, 17.204651]
[22.203603, 21.023796, 36.055513, 20.396078, 0, 25.495098, 40.224371, 33.24154, 12.369317, 14.21267, 11.18034, 9.219544, 35.355339, 30.463092, 14.56022, 16.278821, 14.764823, 23.194827, 31.906112, 32.756679, 25.059928, 27.073973, 36.124784, 38.832976, 33.955854, 40.162171, 20.59126, 37.121422, 25.455844, 18.248288, 39.115214, 16.124515, 20.880613, 21.213203, 39.661064, 45.276926, 11.313708, 7.071068, 24.207437, 42.43819, 32.695565, 27.586228, 48.795492, 18.027756, 20.024984, 12.041595, 15.132746, 29.154759, 8.246211, 17.464249, 14.142136]
[16.763055, 28.071338, 35.355339, 21.023796, 25.495098, 0, 16.492423, 18.027756, 34.014703, 39.698866, 21.84033, 18.027756, 27.202941, 10.29563, 34.438351, 31.575307, 24.738634, 14.56022, 34.928498, 37.64306, 41.303753, 23.259407, 11.18034, 13.928388, 16.643317, 21.84033, 9.055385, 29.732137, 37.013511, 42.059482, 27.202941, 17.029386, 44.654227, 42.37924, 44.011362, 47.413078, 27.313001, 26.832816, 49.678969, 44.011362, 31.953091, 37.0, 23.345235, 33.24154, 41.146081, 13.601471, 15.524175, 8.944272, 33.015148, 36.400549, 11.401754]
[22.825424, 34.928498, 35.014283, 37.121422, 40.224371, 16.492423, 0, 14.035669, 46.097722, 54.037024, 33.301652, 34.014703, 39.849718, 21.587033, 50.695167, 41.340053, 41.231056, 30.0, 50.159745, 40.311289, 49.658836, 25.70992, 6.082763, 14.21267, 26.925824, 11.18034, 19.849433, 26.305893, 43.65776, 54.561891, 20.880613, 27.018512, 60.41523, 53.254108, 45.0, 46.389654, 43.65776, 39.59798, 63.780875, 58.249464, 46.52956, 53.150729, 12.041595, 49.729267, 57.384667, 28.301943, 32.015621, 11.313708, 46.754679, 46.872167, 26.41969]
[11.661904, 22.203603, 21.095023, 37.64306, 33.24154, 18.027756, 14.035669, 0, 35.805028, 45.617979, 23.706539, 30.0, 45.221676, 27.586228, 46.270941, 29.698485, 39.204592, 32.202484, 52.201533, 26.305893, 36.891733, 12.083046, 15.811388, 25.079872, 33.941125, 7.211103, 14.035669, 13.0, 30.413813, 44.204072, 9.219544, 17.464249, 54.120237, 41.725292, 31.016125, 32.756679, 40.012498, 30.413813, 54.708317, 61.741396, 49.658836, 52.952809, 26.07681, 47.010637, 52.611786, 23.021729, 30.594117, 9.219544, 38.013156, 35.355339, 22.022716]
[24.207437, 16.278821, 31.0, 32.756679, 12.369317, 34.014703, 46.097722, 35.805028, 0, 12.041595, 12.806248, 21.023796, 47.67599, 41.0, 23.345235, 8.0, 26.925824, 35.0, 43.829214, 25.495098, 13.453624, 26.0, 43.266615, 47.927028, 45.276926, 43.011626, 26.627054, 35.171011, 16.155494, 8.485281, 39.0, 19.104973, 23.769729, 9.0, 31.622777, 37.64306, 22.825424, 7.28011, 19.313208, 54.203321, 44.94441, 38.600518, 56.302753, 28.425341, 26.41969, 20.880613, 27.018512, 34.82815, 6.403124, 5.656854, 23.086793]
[34.014703, 28.071338, 43.011626, 31.400637, 14.21267, 39.698866, 54.037024, 45.617979, 12.041595, 0, 21.931712, 22.825424, 46.173586, 44.294469, 15.811388, 20.024984, 24.083189, 36.055513, 38.832976, 37.48333, 23.706539, 37.107951, 50.209561, 53.009433, 47.169906, 52.773099, 34.205263, 46.69047, 27.892651, 9.219544, 50.0, 28.178006, 12.083046, 15.620499, 43.416587, 49.477268, 19.026298, 15.231546, 10.0, 48.383882, 41.19466, 31.953091, 62.968246, 21.84033, 16.278821, 26.172505, 28.231188, 42.801869, 7.615773, 16.763055, 28.319605]
[12.083046, 10.630146, 25.079872, 26.627054, 11.18034, 21.84033, 33.301652, 23.706539, 12.806248, 21.931712, 0, 14.21267, 40.311289, 30.016662, 25.70992, 10.0, 23.430749, 26.248809, 40.311289, 22.671568, 20.024984, 16.0, 30.528675, 35.735137, 35.128336, 30.88689, 13.892444, 26.019224, 17.464249, 21.260292, 28.442925, 6.403124, 31.256999, 20.615528, 29.732137, 35.0, 21.470911, 6.708204, 31.064449, 50.931326, 40.0, 37.44329, 43.566042, 28.635642, 31.144823, 10.198039, 19.235384, 22.022716, 14.317821, 14.56022, 12.041595]
[20.880613, 24.758837, 38.275318, 12.529964, 9.219544, 18.027756, 34.014703, 30.0, 21.023796, 22.825424, 14.21267, 0, 26.925824, 21.470911, 16.763055, 22.847319, 9.848858, 14.035669, 26.172505, 36.769553, 32.572995, 27.313001, 29.154759, 30.479501, 24.738634, 36.221541, 16.03122, 37.0, 31.38471, 27.45906, 37.48333, 15.652476, 26.627054, 30.016662, 43.84062, 48.918299, 10.049876, 14.317821, 32.756679, 36.769553, 25.806976, 24.166092, 41.231056, 17.029386, 23.4094, 7.071068, 6.0, 23.769729, 17.464249, 25.495098, 8.062258]
