52
[0, 666.108099, 281.113856, 395.600809, 291.204396, 326.266762, 640.800281, 426.878203, 600.187471, 561.471282, 1040.973102, 655.019084, 975.0, 1120.769825, 299.040131, 260.048072, 429.534632, 161.554944, 305.0, 210.059515, 286.923335, 46.097722, 181.176709, 274.590604, 410.030487, 728.971879, 798.514245, 707.000707, 406.263461, 360.069438, 146.372812, 90.553851, 827.314934, 135.092561, 121.655251, 125.0, 207.966343, 240.416306, 166.207701, 208.925824, 395.379564, 565.7959, 463.815696, 154.434452, 240.208243, 279.866039, 791.280608, 267.301328, 64.031242, 217.082933, 789.38267, 1220.460978]
[666.108099, 0, 649.326574, 1047.091209, 945.145491, 978.084863, 45.0, 956.151139, 1134.955946, 1132.982789, 1638.787662, 1258.590481, 1440.078123, 1515.725899, 957.823053, 724.033839, 494.772675, 595.482997, 843.400854, 564.468777, 392.460189, 636.415745, 509.828403, 921.791734, 1028.846441, 1191.511645, 1301.50874, 1243.724246, 635.019685, 390.44846, 541.225461, 730.0, 1488.707493, 782.080559, 776.981338, 785.0, 857.700414, 896.93924, 827.964371, 869.741341, 896.172416, 102.591423, 1123.710372, 744.882541, 823.286099, 859.083814, 1151.271037, 910.302148, 728.010989, 596.259172, 1421.557245, 1716.049242]
[281.113856, 649.326574, 0, 603.510563, 508.944987, 542.517281, 610.573501, 308.058436, 485.643902, 487.262763, 1266.688596, 891.361318, 1247.757989, 1399.732117, 504.876222, 537.401154, 217.313138, 134.62912, 207.002415, 440.964851, 288.530761, 240.520269, 361.178626, 505.692594, 652.533524, 1005.94483, 1067.637579, 970.322111, 651.2488, 504.207299, 208.925824, 245.203997, 903.396369, 393.605132, 373.664288, 367.695526, 447.465082, 462.087654, 392.237173, 426.878203, 246.981781, 550.090902, 556.596802, 434.194657, 219.829479, 552.675312, 1072.310589, 504.801941, 288.487435, 463.249393, 995.314021, 1483.59361]
[395.600809, 1047.091209, 603.510563, 0, 104.403065, 69.641941, 1026.364945, 525.0, 611.003273, 533.90074, 663.193034, 294.363721, 711.073133, 897.008919, 100.124922, 384.219989, 800.249961, 532.353266, 474.684105, 500.62461, 681.487344, 436.60623, 537.70345, 125.299641, 109.201648, 516.23638, 526.806416, 417.432629, 579.870675, 689.528825, 540.855803, 370.540146, 517.349012, 266.552059, 275.13633, 270.601183, 190.394328, 155.241747, 230.488611, 188.281704, 544.541091, 950.32889, 245.203997, 307.001629, 411.096096, 230.70544, 659.56425, 137.295302, 345.25353, 477.624329, 397.020151, 908.639092]
[291.204396, 945.145491, 508.944987, 104.403065, 0, 35.355339, 923.593525, 470.558179, 583.630876, 513.468597, 760.805494, 382.426464, 769.041611, 944.311919, 25.0, 309.232922, 700.071425, 430.464865, 400.780489, 406.601771, 577.169819, 332.453004, 436.835209, 31.622777, 150.08331, 552.268051, 584.144674, 478.591684, 509.754843, 594.348383, 436.60623, 270.185122, 589.957626, 163.248277, 170.880075, 166.207701, 87.464278, 50.990195, 126.589889, 85.146932, 479.504953, 847.65854, 266.692707, 212.249853, 331.209903, 170.660482, 673.591122, 47.434165, 241.867732, 386.684626, 499.924994, 984.441466]
[326.266762, 978.084863, 542.517281, 69.641941, 35.355339, 0, 957.039707, 491.553659, 596.00755, 523.259018, 726.10261, 349.284984, 744.194195, 922.781122, 40.311289, 328.823661, 735.017007, 465.671558, 427.931069, 435.229824, 611.90277, 367.72952, 469.068225, 57.008771, 124.197423, 533.338542, 559.128787, 452.216762, 528.015151, 623.698645, 471.831538, 305.040981, 568.242906, 196.977156, 205.548048, 201.308221, 120.83046, 86.313383, 161.941347, 120.415946, 504.008928, 881.036322, 260.048072, 240.831892, 360.069438, 182.002747, 661.910115, 70.710678, 277.218326, 413.793427, 464.569693, 954.895282]
[640.800281, 45.0, 610.573501, 1026.364945, 923.593525, 957.039707, 0, 918.095856, 1095.924267, 1095.73035, 1627.421273, 1245.200787, 1440.312466, 1521.725994, 935.360893, 713.862732, 451.248269, 562.249944, 807.00062, 551.76988, 361.731945, 609.138736, 491.172068, 901.179782, 1012.422837, 1190.094534, 1297.786577, 1236.739665, 636.965462, 385.519131, 511.517351, 701.23106, 1459.631803, 760.345316, 754.204879, 761.577311, 836.316328, 874.714239, 804.394182, 846.537064, 857.554663, 76.157731, 1094.805919, 726.997249, 789.38267, 844.42288, 1156.827558, 890.182566, 701.730005, 584.636639, 1405.080069, 1715.065596]
[426.878203, 956.151139, 308.058436, 525.0, 470.558179, 491.553659, 918.095856, 0, 183.439363, 180.346888, 1144.901743, 812.049875, 1234.34193, 1414.23124, 452.54834, 660.984115, 506.581681, 381.215162, 125.896783, 635.963835, 580.387801, 415.030119, 586.728216, 486.543934, 615.548536, 1022.802522, 1049.404593, 941.076511, 831.038507, 758.765445, 457.21986, 338.710791, 645.15502, 455.0, 435.459527, 421.544778, 460.570299, 446.01009, 413.823634, 421.57443, 64.031242, 855.862138, 359.026461, 529.740503, 187.416648, 598.53989, 1135.89172, 495.101, 383.438391, 643.816744, 860.145337, 1430.47195]
[600.187471, 1134.955946, 485.643902, 611.003273, 583.630876, 596.00755, 1095.924267, 183.439363, 0, 83.216585, 1165.611428, 873.856396, 1316.757381, 1507.116452, 561.471282, 817.954766, 670.317089, 564.645907, 308.058436, 810.246876, 763.216876, 593.043, 766.550716, 606.238402, 714.177849, 1126.110563, 1134.548368, 1024.463274, 998.2109, 940.491893, 640.312424, 510.024509, 570.197334, 606.98023, 589.427689, 574.673821, 596.091436, 571.948424, 557.853027, 555.0, 239.269722, 1035.591618, 389.935892, 685.583693, 360.867012, 733.893725, 1257.060062, 617.838976, 550.567889, 815.138025, 883.232699, 1486.775033]
[561.471282, 1132.982789, 487.262763, 533.90074, 513.468597, 523.259018, 1095.73035, 180.346888, 83.216585, 0, 1082.647219, 792.085854, 1236.577939, 1428.294437, 490.433482, 763.691692, 686.476511, 547.950728, 290.903764, 770.275925, 751.481869, 560.290103, 734.93197, 537.819672, 638.846617, 1049.97619, 1055.047392, 944.93386, 950.05263, 912.14034, 619.293953, 471.009554, 500.899191, 552.268051, 536.143637, 521.176554, 533.666563, 506.211418, 499.924994, 492.44289, 243.977458, 1031.952034, 307.774268, 631.981012, 329.013678, 669.645429, 1185.168764, 550.27266, 507.000986, 771.961787, 800.078121, 1404.038817]
