101
[0, 32.557641, 14.56022, 32.202484, 32.202484, 24.839485, 21.023796, 31.575307, 17.804494, 15.556349, 26.400758, 16.643317, 26.400758, 46.872167, 45.354162, 42.449971, 40.706265, 22.847319, 28.231188, 16.492423, 29.274562, 39.204592, 46.173586, 27.784888, 37.64306, 19.416488, 10.816654, 12.0, 24.041631, 11.045361, 10.440307, 20.880613, 12.369317, 24.738634, 27.202941, 40.521599, 35.805028, 56.850682, 41.593269, 24.020824, 42.011903, 40.718546, 49.396356, 46.097722, 36.687873, 39.012818, 33.734256, 28.160256, 39.824616, 6.324555, 12.041595, 15.231546, 18.439089, 25.612497, 34.058773, 38.897301, 38.078866, 23.537205, 32.015621, 28.301943, 38.288379, 19.235384, 24.413111, 38.209946, 35.0, 25.298221, 51.107729, 18.027756, 4.472136, 8.062258, 24.839485, 33.54102, 32.140317, 36.345564, 38.832976, 10.630146, 13.416408, 20.223748, 16.03122, 19.209373, 14.866069, 26.07681, 29.546573, 34.985711, 36.796739, 48.270074, 33.615473, 15.297059, 20.518285, 20.59126, 39.698866, 33.015148, 33.970576, 26.627054, 29.681644, 29.068884, 32.249031, 35.608988, 31.144823, 38.600518, 15.231546]
[32.557641, 0, 34.409301, 20.223748, 23.853721, 16.401219, 36.249138, 36.069378, 47.423623, 43.289722, 50.289164, 23.430749, 9.433981, 21.18962, 13.0, 25.179357, 32.695565, 27.45906, 47.423623, 49.030603, 10.440307, 12.206556, 23.323808, 34.985711, 30.149627, 16.401219, 23.0, 20.880613, 38.288379, 43.289722, 35.22783, 52.0, 39.357337, 48.414874, 55.569776, 54.203321, 15.297059, 32.310989, 25.495098, 9.433981, 12.206556, 12.083046, 18.439089, 24.186773, 35.805028, 45.276926, 47.434165, 41.340053, 58.668561, 32.310989, 43.324358, 27.202941, 14.142136, 25.059928, 28.635642, 18.681542, 5.830952, 9.055385, 15.652476, 24.758837, 24.041631, 42.449971, 52.611786, 63.245553, 65.795137, 57.723479, 34.176015, 30.413813, 30.066593, 39.051248, 55.542776, 12.041595, 9.0, 11.7047, 15.231546, 28.653098, 31.622777, 43.600459, 38.013156, 29.0, 42.059482, 36.055513, 29.0, 27.784888, 19.646883, 31.016125, 7.071068, 36.138622, 20.124612, 50.159745, 20.099751, 13.928388, 18.384776, 13.453624, 12.206556, 16.401219, 10.77033, 16.492423, 17.492856, 17.029386, 18.0]
[14.56022, 34.409301, 0, 25.0, 42.720019, 33.54102, 35.355339, 45.044423, 15.0, 29.154759, 40.311289, 11.18034, 32.015621, 53.150729, 47.169906, 51.478151, 52.201533, 35.355339, 42.720019, 22.36068, 26.925824, 36.400549, 40.0, 14.142136, 26.925824, 18.027756, 20.615528, 16.124515, 9.486833, 21.213203, 25.0, 31.240999, 7.28011, 14.142136, 21.540659, 55.081757, 43.011626, 64.031242, 33.376639, 25.0, 40.162171, 45.276926, 52.801515, 53.823787, 49.497475, 53.084838, 48.270074, 42.579338, 54.129474, 8.246211, 14.317821, 28.071338, 22.803509, 16.124515, 23.4094, 33.060551, 40.224371, 26.870058, 39.962482, 39.560081, 47.853944, 33.615473, 36.878178, 51.224994, 32.756679, 28.635642, 41.761226, 6.082763, 18.11077, 21.095023, 23.086793, 30.083218, 30.083218, 33.24154, 34.525353, 6.708204, 2.828427, 9.219544, 3.605551, 8.062258, 9.0, 40.049969, 41.773197, 46.173586, 45.276926, 57.706152, 38.183766, 29.832868, 30.675723, 32.557641, 47.707442, 40.224371, 42.544095, 34.132096, 36.619667, 37.589892, 38.418745, 43.266615, 39.824616, 45.80393, 22.36068]
[32.202484, 20.223748, 25.0, 0, 41.231056, 31.622777, 46.097722, 50.537115, 40.0, 47.169906, 57.008771, 15.811388, 25.495098, 41.231056, 29.154759, 45.0, 50.990195, 40.311289, 56.568542, 46.097722, 10.0, 14.142136, 15.0, 18.027756, 10.0, 14.142136, 28.284271, 22.022716, 23.769729, 42.720019, 40.0, 52.924474, 32.062439, 36.400549, 45.70558, 66.400301, 35.0, 52.201533, 9.433981, 15.811388, 18.384776, 32.015621, 36.235342, 44.407207, 52.201533, 59.941638, 59.20304, 52.801515, 68.593003, 28.160256, 38.470768, 36.235342, 21.095023, 9.219544, 8.544004, 8.246211, 24.351591, 19.924859, 34.234486, 40.496913, 43.185646, 49.040799, 56.435804, 69.634761, 57.428216, 53.338541, 19.209373, 19.026298, 32.449961, 40.249224, 48.041649, 8.944272, 11.401754, 11.401754, 10.816654, 22.803509, 23.086793, 32.557641, 28.071338, 17.029386, 34.0, 48.259714, 44.384682, 45.354162, 39.051248, 51.039201, 27.073973, 43.185646, 32.649655, 52.773099, 40.012498, 33.060551, 37.215588, 29.832868, 30.265492, 33.734256, 30.016662, 36.013886, 35.510562, 37.054015, 25.0]
[32.202484, 23.853721, 42.720019, 41.231056, 0, 10.0, 20.615528, 13.928388, 50.0, 33.54102, 35.355339, 35.355339, 15.811388, 20.0, 29.154759, 11.18034, 10.0, 11.18034, 30.0, 46.097722, 31.622777, 36.055513, 47.169906, 50.249378, 50.990195, 30.0, 22.36068, 26.925824, 50.447993, 39.051248, 27.202941, 43.829214, 43.908997, 55.901699, 59.405387, 32.695565, 11.18034, 26.925824, 48.466483, 25.495098, 35.468296, 20.124612, 28.160256, 16.492423, 12.041595, 22.203603, 26.925824, 22.090722, 39.051248, 36.235342, 44.045431, 17.691806, 22.022716, 42.011903, 48.507731, 42.047592, 24.758837, 21.377558, 8.485281, 4.472136, 6.708204, 29.410882, 40.804412, 47.0, 66.468037, 54.81788, 57.697487, 41.976184, 27.802878, 34.058773, 56.639209, 34.928498, 31.780497, 35.355339, 38.948684, 36.055513, 40.162171, 50.990195, 45.694639, 41.593269, 46.647615, 17.0, 7.071068, 4.123106, 8.062258, 16.278821, 17.691806, 24.596748, 12.083046, 40.311289, 11.0, 10.630146, 6.708204, 11.401754, 11.661904, 7.615773, 13.453624, 9.848858, 6.403124, 12.369317, 20.615528]
[24.839485, 16.401219, 33.54102, 31.622777, 10.0, 0, 20.615528, 19.849433, 42.426407, 30.413813, 35.355339, 25.495098, 7.071068, 22.36068, 25.495098, 18.027756, 20.0, 11.18034, 31.622777, 40.311289, 22.36068, 28.284271, 39.051248, 40.311289, 41.231056, 20.0, 14.142136, 17.464249, 40.804412, 33.54102, 22.803509, 40.261644, 35.608988, 47.169906, 51.662365, 37.802116, 11.18034, 32.015621, 39.357337, 15.811388, 28.600699, 18.027756, 27.073973, 21.260292, 20.615528, 29.206164, 31.064449, 25.059928, 42.485292, 27.802878, 36.878178, 13.152946, 12.041595, 32.015621, 38.639358, 33.286634, 19.313208, 11.7047, 7.211103, 8.944272, 14.317821, 28.017851, 39.051248, 48.052055, 59.816386, 49.244289, 48.877398, 32.280025, 20.808652, 28.635642, 49.678969, 26.07681, 23.021729, 27.018512, 30.610456, 26.832816, 30.870698, 42.190046, 36.71512, 31.780497, 38.418745, 19.723083, 13.038405, 14.035669, 12.041595, 24.186773, 12.369317, 22.022716, 5.09902, 37.48333, 14.866069, 8.544004, 9.219544, 3.162278, 6.0, 4.242641, 9.0, 10.816654, 6.403124, 13.892444, 11.18034]
[21.023796, 36.249138, 35.355339, 46.097722, 20.615528, 20.615528, 0, 12.206556, 36.400549, 14.142136, 15.0, 33.54102, 26.925824, 40.311289, 46.097722, 31.622777, 25.0, 10.0, 11.18034, 29.154759, 39.051248, 47.169906, 57.008771, 47.434165, 54.083269, 32.015621, 18.027756, 24.698178, 44.72136, 22.36068, 11.18034, 24.207437, 33.060551, 45.276926, 45.54119, 20.59126, 30.0, 47.434165, 55.172457, 32.015621, 48.301139, 38.209946, 47.095647, 37.107951, 18.439089, 18.11077, 13.416408, 7.28011, 22.803509, 27.166155, 30.083218, 9.899495, 25.495098, 42.544095, 50.774009, 50.328918, 39.849718, 28.84441, 26.019224, 16.278821, 27.202941, 8.944272, 20.248457, 27.45906, 49.929951, 37.013511, 65.069194, 37.64306, 17.262677, 18.027756, 41.146081, 43.416587, 40.804412, 45.221676, 48.600412, 30.083218, 33.734256, 41.048752, 37.054015, 38.275318, 35.22783, 5.830952, 14.317821, 21.023796, 28.284271, 35.777088, 32.984845, 6.324555, 16.155494, 20.248457, 31.400637, 28.071338, 26.07681, 23.769729, 26.476405, 23.086793, 29.427878, 29.017236, 24.0, 32.062439, 21.213203]
[31.575307, 36.069378, 45.044423, 50.537115, 13.928388, 19.849433, 12.206556, 0, 48.104054, 26.248809, 24.166092, 40.792156, 26.907248, 33.376639, 42.941821, 23.0, 13.928388, 10.440307, 17.720045, 41.340053, 41.880783, 48.104054, 58.898217, 55.578773, 59.615434, 37.336309, 25.179357, 31.575307, 54.009258, 34.481879, 22.847319, 36.069378, 43.931765, 56.293872, 57.384667, 18.788294, 25.079872, 38.327536, 58.830264, 34.985711, 48.166378, 34.014703, 42.059482, 29.017236, 6.403124, 9.433981, 13.152946, 9.486833, 25.317978, 37.215588, 41.785165, 17.0, 29.546573, 49.040799, 56.648036, 53.009433, 38.013156, 31.064449, 21.954498, 11.401754, 19.104973, 20.518285, 31.064449, 34.365681, 62.128898, 49.203658, 68.505474, 46.173586, 27.294688, 29.966648, 53.235327, 45.80393, 42.801869, 46.861498, 50.447993, 39.012818, 43.0, 51.78803, 47.265209, 46.389654, 46.324939, 6.403124, 7.211103, 12.041595, 21.84033, 25.70992, 30.805844, 18.35756, 17.888544, 31.890437, 24.515301, 24.186773, 20.615528, 22.627417, 24.207437, 20.0, 26.627054, 23.769729, 19.723083, 26.248809, 26.248809]
[17.804494, 47.423623, 15.0, 40.0, 50.0, 42.426407, 36.400549, 48.104054, 0, 25.0, 35.355339, 25.495098, 43.011626, 64.031242, 60.41523, 60.207973, 58.309519, 40.311289, 40.0, 11.18034, 41.231056, 50.990195, 55.0, 26.925824, 41.231056, 31.622777, 28.284271, 26.925824, 20.124612, 15.0, 25.298221, 21.931712, 8.246211, 11.18034, 9.433981, 53.0, 53.150729, 74.330344, 48.259714, 38.078866, 54.571055, 57.140179, 65.368188, 63.655322, 53.712196, 54.341513, 47.169906, 42.755117, 49.648766, 15.264338, 6.324555, 32.756679, 34.132096, 31.064449, 37.854986, 48.041649, 53.225934, 38.948684, 49.517674, 46.043458, 56.0803, 31.064449, 29.410882, 43.462628, 18.384776, 14.317821, 56.293872, 21.023796, 22.203603, 18.439089, 8.246211, 44.72136, 44.384682, 47.853944, 49.36598, 18.973666, 17.117243, 10.0, 12.165525, 23.021729, 6.0, 42.059482, 47.010637, 52.697249, 54.451814, 66.068147, 49.929951, 30.083218, 38.288379, 25.0, 57.280014, 50.328918, 51.623638, 43.931765, 46.861498, 46.669048, 49.203658, 53.075418, 48.795492, 55.973208, 32.015621]
[15.556349, 43.289722, 29.154759, 47.169906, 33.54102, 30.413813, 14.142136, 26.248809, 25.0, 0, 11.18034, 32.015621, 35.0, 52.201533, 55.0, 44.72136, 39.051248, 22.36068, 15.0, 15.811388, 42.720019, 52.201533, 60.41523, 43.011626, 53.150729, 33.54102, 20.615528, 25.495098, 38.470768, 10.0, 8.062258, 10.29563, 24.351591, 35.355339, 33.376639, 28.0, 41.231056, 60.41523, 56.603887, 36.400549, 54.341513, 48.373546, 57.428216, 49.769469, 32.557641, 30.463092, 22.36068, 18.788294, 25.298221, 21.400935, 19.104973, 17.262677, 29.832868, 41.10961, 49.578221, 53.225934, 48.041649, 34.525353, 37.107951, 29.068884, 40.249224, 6.324555, 9.486833, 22.671568, 36.235342, 23.021729, 66.287254, 33.42155, 14.764823, 8.062258, 28.160256, 47.169906, 45.221676, 49.648766, 52.554733, 26.172505, 28.600699, 32.015621, 29.546573, 34.71311, 25.70992, 19.849433, 28.017851, 34.669872, 40.496913, 49.396356, 42.047592, 8.944272, 25.317978, 7.071068, 43.65776, 38.832976, 37.947332, 33.24154, 36.345564, 33.955854, 39.319207, 40.521599, 35.44009, 43.680659, 25.495098]
